tale_id,num_episodes,num_sentences,num_clauses,num_words,avg_episode_length,avg_sentence_length,avg_clause_length,avg_dep_distance_clause,avg_dep_distance_sentence,avg_dep_distance_episode,episodes_per_sentence,I
1,13,48,48,1334,102.61538461538461,27.791666666666668,27.791666666666668,13.395833333333334,13.395833333333334,49.46153846153846,0.2708333333333333,3.628038194444444
2,9,82,82,1230,136.66666666666666,15.0,15.0,7.0,7.0,63.77777777777778,0.10975609756097561,0.7682926829268293
3,9,76,76,2151,239.0,28.30263157894737,28.30263157894737,13.651315789473685,13.651315789473685,115.27777777777777,0.11842105263157894,1.6166031855955678
4,28,114,114,3055,109.10714285714286,26.79824561403509,26.79824561403509,12.899122807017545,12.899122807017545,52.517857142857146,0.24561403508771928,3.1682056017236073
5,22,54,54,1518,69.0,28.11111111111111,28.11111111111111,13.555555555555555,13.555555555555555,33.27272727272727,0.4074074074074074,5.522633744855967
6,14,145,145,3655,261.07142857142856,25.20689655172414,25.20689655172414,12.10344827586207,12.10344827586207,125.35714285714286,0.09655172413793103,1.1686087990487515
7,33,132,132,3431,103.96969696969697,25.992424242424242,25.992424242424242,12.496212121212121,12.496212121212121,49.984848484848484,0.25,3.1240530303030303
8,13,41,41,1506,115.84615384615384,36.73170731707317,36.73170731707317,17.865853658536587,17.865853658536587,56.34615384615385,0.3170731707317073,5.664782867340869
9,33,150,150,3520,106.66666666666667,23.466666666666665,23.466666666666665,11.233333333333333,11.233333333333333,51.06060606060606,0.22,2.4713333333333334
10,10,56,56,1255,125.5,22.410714285714285,22.410714285714285,10.705357142857142,10.705357142857142,59.95,0.17857142857142858,1.9116709183673468
11,8,34,34,651,81.375,19.147058823529413,19.147058823529413,9.073529411764707,9.073529411764707,38.5625,0.23529411764705882,2.134948096885813
12,24,108,108,2656,110.66666666666667,24.59259259259259,24.59259259259259,11.796296296296296,11.796296296296296,53.083333333333336,0.2222222222222222,2.6213991769547325
13,4,14,14,433,108.25,30.928571428571427,30.928571428571427,14.964285714285714,14.964285714285714,52.375,0.2857142857142857,4.275510204081632
14,3,12,12,350,116.66666666666667,29.166666666666668,29.166666666666668,14.083333333333334,14.083333333333334,56.333333333333336,0.25,3.5208333333333335
15,11,58,58,1901,172.8181818181818,32.775862068965516,32.775862068965516,15.887931034482758,15.887931034482758,83.77272727272727,0.1896551724137931,3.0132282996432815
16,12,54,54,1655,137.91666666666666,30.64814814814815,30.64814814814815,14.824074074074074,14.824074074074074,66.70833333333333,0.2222222222222222,3.294238683127572
17,6,8,8,193,32.166666666666664,24.125,24.125,11.5625,11.5625,15.416666666666666,0.75,8.671875
18,24,133,133,3132,130.5,23.548872180451127,23.548872180451127,11.274436090225564,11.274436090225564,62.479166666666664,0.18045112781954886,2.034484708010628
19,7,48,48,1478,211.14285714285714,30.791666666666668,30.791666666666668,14.895833333333334,14.895833333333334,102.14285714285714,0.14583333333333334,2.172309027777778
20,11,26,26,966,87.81818181818181,37.15384615384615,37.15384615384615,18.076923076923077,18.076923076923077,42.72727272727273,0.4230769230769231,7.64792899408284
21,5,12,12,394,78.8,32.833333333333336,32.833333333333336,15.916666666666666,15.916666666666666,38.2,0.4166666666666667,6.631944444444445
22,32,150,150,3937,123.03125,26.246666666666666,26.246666666666666,12.623333333333333,12.623333333333333,59.171875,0.21333333333333335,2.6929777777777777
23,7,100,100,2897,413.85714285714283,28.97,28.97,13.985,13.985,199.78571428571428,0.07,0.9789500000000001
24,7,71,71,1447,206.71428571428572,20.380281690140844,20.380281690140844,9.690140845070422,9.690140845070422,98.28571428571429,0.09859154929577464,0.9553659988097598
25,34,119,119,3544,104.23529411764706,29.781512605042018,29.781512605042018,14.390756302521009,14.390756302521009,50.36764705882353,0.2857142857142857,4.111644657863145
,,,,,,,,,,,,
tale_id,sentence,dep_distance,I
6,"The wild man turned back, took him up, set him on his shoulder, and went with hasty steps into the forest.",12.0,1.1586206896551725
6,"When the King came home, he observed the empty cage, and asked the Queen how that had happened?",10.0,0.9655172413793103
6,"She knew nothing about it, and sought the key, but it was gone.",7.5,0.7241379310344828
6,"She called the boy, but no one answered.",4.5,0.43448275862068964
6,"The King sent out people to seek for him in the fields, but they did not find him.",9.5,0.9172413793103448
6,"Then he could easily guess what had happened, and much grief reigned in the royal court.",8.5,0.8206896551724138
6,"When the wild man had once more reached the dark forest, he took the boy down from his shoulder, and said to him, ""Thou wilt never see thy father and mother again, but I will keep thee with me, for thou hast set me free, and I have compassion on thee.",29.0,2.8
6,"If thou dost all I bid thee, thou shalt fare well.",6.0,0.5793103448275863
6,"Of treasure and gold have I enough, and more than anyone in the world.""",8.0,0.7724137931034483
6,"He made a bed of moss for the boy on which he slept, and the next morning the man took him to a well, and said, ""Behold, the gold well is as bright and clear as crystal, thou shalt sit beside it, and take care that nothing falls into it, or it will be polluted.",31.5,3.0413793103448277
6,"I will come every evening to see if thou hast obeyed my order.""",7.0,0.6758620689655173
6,"The boy placed himself by the margin of the well, and often saw a golden fish or a golden snake show itself therein, and took care that nothing fell in.",16.0,1.5448275862068965
6,"As he was thus sitting, his finger hurt him so violently that he involuntarily put it in the water.",10.0,0.9655172413793103
6,"He drew it quickly out again, but saw that it was quite gilded, and whatsoever pains he took to wash the gold off again, all was to no purpose.",16.0,1.5448275862068965
6,"In the evening Iron John came back, looked at the boy, and said, ""What has happened to the well?""",12.0,1.1586206896551725
6,"- ""Nothing, nothing,"" he answered, and held his finger behind his back, that the man might not see it.",12.5,1.206896551724138
6,"But he said, ""Thou hast dipped thy finger into the water, this time it may pass, but take care thou dost not again let anything go in.""",16.0,1.5448275862068965
6,By daybreak the boy was already sitting by the well and watching it.,6.5,0.6275862068965518
6,"His finger hurt him again and he passed it over his head, and then unhappily a hair fell down into the well.",11.5,1.110344827586207
6,"He took it quickly out, but it was already quite gilded.",6.0,0.5793103448275863
6,"Iron John came, and already knew what had happened.",5.0,0.48275862068965514
6,"""Thou hast let a hair fall into the well,"" said he.",7.0,0.6758620689655173
6,"""I will allow thee to watch by it once more, but if this happens for the third time then the well is polluted, and thou canst no longer remain with me.""",17.5,1.6896551724137931
6,"On the third day, the boy sat by the well, and did not stir his finger, however much it hurt him.",12.0,1.1586206896551725
6,"But the time was long to him, and he looked at the reflection of his face on the surface of the water.",11.5,1.110344827586207
6,"And as he still bent down more and more while he was doing so, and trying to look straight into the eyes, his long hair fell down from his shoulders into the water.",17.5,1.6896551724137931
6,"He raised himself up quickly, but the whole of the hair of his head was already golden and shone like the sun.",11.5,1.110344827586207
6,You may imagine how terrified the poor boy was!,4.5,0.43448275862068964
6,"He took his pocket-handkerchief and tied it round his head, in order that the man might not see it.",10.0,0.9655172413793103
6,"When he came he already knew everything, and said, ""Take the handkerchief off.""",8.5,0.8206896551724138
6,"Then the golden hair streamed forth, and let the boy excuse himself as he might, it was of no use.",11.0,1.0620689655172413
6,"""Thou hast not stood the trial, and canst stay here no longer.",7.0,0.6758620689655173
6,"Go forth into the world, there thou wilt learn what poverty is.",6.5,0.6275862068965518
6,"But as thou hast not a bad heart, and as I mean well by thee, there is one thing I will grant thee; if thou fallest into any difficulty, come to the forest and cry, ""Iron John,"" and then I will come and help thee.",26.5,2.5586206896551724
6,"My power is great, greater than thou thinkest, and I have gold and silver in abundance.""",9.5,0.9172413793103448
6,"Then the King's son left the forest, and walked by beaten and unbeaten paths ever onwards until at length he reached a great city.",13.0,1.2551724137931035
6,"There he looked for work, but could find none, and he had learnt nothing by which he could help himself.",11.0,1.0620689655172413
6,"At length he went to the palace, and asked if they would take him in.",8.0,0.7724137931034483
6,"The people about court did not at all know what use they could make of him, but they liked him, and told him to stay.",13.5,1.303448275862069
6,"At length the cook took him into his service, and said he might carry wood and water, and rake the cinders together.",12.0,1.1586206896551725
6,"Once when it so happened that no one else was at hand, the cook ordered him to carry the food to the royal table, but as he did not like to let his golden hair be seen, he kept his little cap on.",23.0,2.220689655172414
6,"Such a thing as that had never yet come under the King's notice, and he said, ""When thou comest to the royal table thou must take thy hat off.""",17.0,1.6413793103448275
6,"He answered, ""Ah, Lord, I cannot; I have a bad sore place on my head.""",11.0,1.0620689655172413
6,"Then the King had the cook called before him and scolded him, and asked how he could take such a boy as that into his service; and that he was to turn him off at once.",19.0,1.8344827586206895
6,"The cook, however, had pity on him, and exchanged him for the gardener's boy.",9.0,0.8689655172413793
6,"And now the boy had to plant and water the garden, hoe and dig, and bear the wind and bad weather.",11.5,1.110344827586207
6,"Once in summer when he was working alone in the garden, the day was so warm he took his little cap off that the air might cool him.",14.5,1.4
6,"As the sun shone on his hair it glittered and flashed so that the rays fell into the bed-room of the King's daughter, and up she sprang to see what that could be.",17.5,1.6896551724137931
6,"Then she saw the boy, and cried to him, ""Boy, bring me a wreath of flowers.""",10.5,1.013793103448276
6,"He put his cap on with all haste, and gathered wild field-flowers and bound them together.",8.5,0.8206896551724138
6,"When he was ascending the stairs with them, the gardener met him, and said, ""How canst thou take the King's daughter a garland of such common flowers?",16.0,1.5448275862068965
6,"Go quickly, and get another, and seek out the prettiest and rarest.""",7.5,0.7241379310344828
6,"- ""Oh, no,"" replied the boy, ""the wild ones have more scent, and will please her better.""",12.5,1.206896551724138
6,"When he got into the room, the King's daughter said, ""Take thy cap off, it is not seemly to keep it on in my presence.""",15.5,1.496551724137931
6,"He again said, ""I may not, I have a sore head.""",7.5,0.7241379310344828
6,"She, however, caught at his cap and pulled it off, and then his golden hair rolled down on his shoulders, and it was splendid to behold.",15.0,1.4482758620689655
6,"He wanted to run out, but she held him by the arm, and gave him a handful of ducats.",10.5,1.013793103448276
6,"With these he departed, but he cared nothing for the gold pieces.",6.5,0.6275862068965518
6,"He took them to the gardener, and said, ""I present them to thy children, they can play with them.""",12.0,1.1586206896551725
6,"The following day the King's daughter again called to him that he was to bring her a wreath of field-flowers, and when he went in with it, she instantly snatched at his cap, and wanted to take it away from him, but he held it fast with both hands.",27.0,2.606896551724138
6,"She again gave him a handful of ducats, but he would not keep them, and gave them to the gardener for playthings for his children.",13.5,1.303448275862069
6,"On the third day things went just the same; she could not get his cap away from him, and he would not have her money.",13.5,1.303448275862069
6,"Not long afterwards, the country was overrun by war.",5.0,0.48275862068965514
6,"The King gathered together his people, and did not know whether or not he could offer any opposition to the enemy, who was superior in strength and had a mighty army.",16.5,1.5931034482758621
6,"Then said the gardener's boy, ""I am grown up, and will go to the wars also, only give me a horse.""",13.5,1.303448275862069
6,"The others laughed, and said, ""Seek one for thyself when we are gone, we will leave one behind us in the stable for thee.""",14.5,1.4
6,"When they had gone forth, he went into the stable, and got the horse out; it was lame of one foot, and limped hobblety jig, hobblety jig; nevertheless he mounted it, and rode away to the dark forest.",22.5,2.1724137931034484
6,"When he came to the outskirts, he called ""Iron John,"" three times so loudly that it echoed through the trees.",12.0,1.1586206896551725
6,"Thereupon the wild man appeared immediately, and said, ""What dost thou desire?""",8.0,0.7724137931034483
6,"- ""I want a strong steed, for I am going to the wars.""",8.0,0.7724137931034483
6,"- ""That thou shalt have, and still more than thou askest for.""",7.5,0.7241379310344828
6,"Then the wild man went back into the forest, and it was not long before a stable-boy came out of it, who led a horse that snorted with its nostrils, and could hardly be restrained, and behind them followed a great troop of soldiers entirely equipped in iron, and their swords flashed in the sun.",30.0,2.896551724137931
6,"The youth made over his three-legged horse to the stable-boy, mounted the other, and rode at the head of the soldiers.",11.5,1.110344827586207
6,"When he got near the battle-field a great part of the King's men had already fallen, and little was wanting to make the rest give way.",14.0,1.3517241379310345
6,"Then the youth galloped thither with his iron soldiers, broke like a hurricane over the enemy, and beat down all who opposed him.",12.5,1.206896551724138
6,"They began to fly, but the youth pursued, and never stopped, until there was not a single man left.",11.0,1.0620689655172413
6,"Instead, however, of returning to the King, he conducted his troop by bye-ways back to the forest, and called forth Iron John.",13.0,1.2551724137931035
6,"""What dost thou desire?""",3.0,0.2896551724137931
6,asked the wild man.,2.0,0.19310344827586207
6,"""Take back thy horse and thy troops, and give me my three-legged horse again.""",8.5,0.8206896551724138
6,"All that he asked was done, and soon he was riding on his three-legged horse.",8.0,0.7724137931034483
6,"When the King returned to his palace, his daughter went to meet him, and wished him joy of his victory.",11.0,1.0620689655172413
6,"""I am not the one who carried away the victory,"" said he, ""but a stranger knight who came to my assistance with his soldiers.""",15.0,1.4482758620689655
6,"The daughter wanted to hear who the strange knight was, but the King did not know, and said, ""He followed the enemy, and I did not see him again.""",17.5,1.6896551724137931
6,"She inquired of the gardener where his boy was, but he smiled, and said, ""He has just come home on his three-legged horse, and the others have been mocking him, and crying, ""Here comes our hobblety jig back again!""",24.0,2.317241379310345
6,"They asked, too, ""Under what hedge hast thou been lying sleeping all the time?""",9.0,0.8689655172413793
6,"He, however, said, ""I did the best of all, and it would have gone badly without me.""",11.5,1.110344827586207
6,"And then he was still more ridiculed.""",4.0,0.38620689655172413
6,"The King said to his daughter, ""I will proclaim a great feast that shall last for three days, and thou shalt throw a golden apple.",14.0,1.3517241379310345
6,"Perhaps the unknown will come to it.""",4.0,0.38620689655172413
6,"When the feast was announced, the youth went out to the forest, and called Iron John.",9.0,0.8689655172413793
6,"""What dost thou desire?""",3.0,0.2896551724137931
6,asked he.,1.0,0.09655172413793103
6,"""That I may catch the King's daughter's golden apple.""",6.5,0.6275862068965518
6,"- ""It is as safe as if thou hadst it already,"" said Iron John.",8.5,0.8206896551724138
6,"""Thou shalt likewise have a suit of red armour for the occasion, and ride on a spirited chestnut-horse.""",10.5,1.013793103448276
6,"When the day came, the youth galloped to the spot, took his place amongst the knights, and was recognized by no one.",12.5,1.206896551724138
6,"The King's daughter came forward, and threw a golden apple to the knights, but none of them caught it but he, only as soon as he had it he galloped away.",17.5,1.6896551724137931
6,"On the second day Iron John equipped him as a white knight, and gave him a white horse.",9.5,0.9172413793103448
6,"Again he was the only one who caught the apple, and he did not linger an instant, but galloped off with it.",12.0,1.1586206896551725
6,"The King grew angry, and said, ""That is not allowed; he must appear before me and tell his name.""",12.0,1.1586206896551725
6,"He gave the order that if the knight who caught the apple, should go away again they should pursue him, and if he would not come back willingly, they were to cut him down and stab him.",20.0,1.9310344827586206
6,"On the third day, he received from Iron John a suit of black armour and a black horse, and again he caught the apple.",13.0,1.2551724137931035
6,"But when he was riding off with it, the King's attendants pursued him, and one of them got so near him that he wounded the youth's leg with the point of his sword.",18.5,1.7862068965517242
6,"The youth nevertheless escaped from them, but his horse leapt so violently that the helmet fell from the youth's head, and they could see that he had golden hair.",16.0,1.5448275862068965
6,They rode back and announced this to the King.,4.5,0.43448275862068964
6,The following day the King's daughter asked the gardener about his boy.,6.5,0.6275862068965518
6,"""He is at work in the garden; the queer creature has been at the festival too, and only came home yesterday evening; he has likewise shown my children three golden apples which he has won.""",20.0,1.9310344827586206
6,"The King had him summoned into his presence, and he came and again had his little cap on his head.",10.5,1.013793103448276
6,"But the King's daughter went up to him and took it off, and then his golden hair fell down over his shoulders, and he was so handsome that all were amazed.",17.0,1.6413793103448275
6,"""Art thou the knight who came every day to the festival, always in different colours, and who caught the three golden apples?""",13.0,1.2551724137931035
6,asked the King.,1.5,0.14482758620689656
6,"""Yes,"" answered he, ""and here the apples are,"" and he took them out of his pocket, and returned them to the King.",15.0,1.4482758620689655
6,"""If you desire further proof, you may see the wound which your people gave me when they followed me.",10.5,1.013793103448276
6,"But I am likewise the knight who helped you to your victory over your enemies.""",8.0,0.7724137931034483
6,"- ""If thou canst perform such deeds as that, thou art no gardener's boy; tell me, who is thy father?""",13.0,1.2551724137931035
6,"- ""My father is a mighty King, and gold have I in plenty as great as I require.""",10.5,1.013793103448276
6,"- ""I well see,"" said the King, ""that I owe thanks to thee; can I do anything to please thee?""",13.5,1.303448275862069
6,"- ""Yes,"" answered he, ""that indeed you can.",6.5,0.6275862068965518
6,"Give me your daughter to wife.""",3.5,0.33793103448275863
6,"The maiden laughed, and said, ""He does not stand much on ceremony, but I have already seen by his golden hair that he was no gardener's boy,"" and then she went and kissed him.",20.5,1.9793103448275862
6,"His father and mother came to the wedding, and were in great delight, for they had given up all hope of ever seeing their dear son again.",14.5,1.4
6,"And as they were sitting at the marriage-feast, the music suddenly stopped, the doors opened, and a stately King came in with a great retinue.",14.0,1.3517241379310345
6,"He went up to the youth, embraced him and said, ""I am Iron John, and was by enchantment a wild man, but thou hast set me free; all the treasures which I possess, shall be thy property.""",22.5,2.1724137931034484
7,Tale 7: Hansel and Gretel,2.5,0.625
7,"Near a great forest there lived a poor woodcutter and his wife, and his two children; the boy's name was Hansel and the girl's Grethel.",14.5,3.625
7,"They had very little to bite or to sup, and once, when there was great dearth in the land, the man could not even gain the daily bread.",15.5,3.875
7,"As he lay in bed one night thinking of this, and turning and tossing, he sighed heavily, and said to his wife, ""What will become of us?",16.0,4.0
7,"we cannot even feed our children; there is nothing left for ourselves.""",7.5,1.875
7,"""I will tell you what, husband,"" answered the wife; ""we will take the children early in the morning into the forest, where it is thickest; we will make them a fire, and we will give each of them a piece of bread, then we will go to our work and leave them alone; they will never find the way home again, and we shall be quit of them.""",40.5,10.125
7,"""No, wife,"" said the man, ""I cannot do that; I cannot find in my heart to take my children into the forest and to leave them there alone; the wild animals would soon come and devour them.""",24.0,6.0
7,"- ""O you fool,"" said she, ""then we will all four starve; you had better get the coffins ready,"" and she left him no peace until he consented.",18.0,4.5
7,"""But I really pity the poor children,"" said the man.",6.5,1.625
7,"The two children had not been able to sleep for hunger, and had heard what their step-mother had said to their father.",11.5,2.875
7,"Grethel wept bitterly, and said to Hansel, ""It is all over with us.""",8.5,2.125
7,"""Do be quiet, Grethel,"" said Hansel, ""and do not fret; 1 will manage something.""",11.0,2.75
7,"And when the parents had gone to sleep he got up, put on his little coat, opened the back door, and slipped out.",13.0,3.25
7,"The moon was shining brightly, and the white flints that lay in front of the house glistened like pieces of silver.",11.0,2.75
7,Hansel stooped and filled the little pocket of his coat as full as it would hold.,8.0,2.0
7,"Then he went back again, and said to Grethel, ""Be easy, dear little sister, and go to sleep quietly; God will not forsake us,"" and laid himself down again in his bed.",20.0,5.0
7,"When the day was breaking, and before the sun had risen, the wife came and awakened the two children, saying, ""Get up, you lazy bones; we are going into the forest to cut wood.""",21.0,5.25
7,"Then she gave each of them a piece of bread, and said, ""That is for dinner, and you must not eat it before then, for you will get no more.""",18.0,4.5
7,"Grethel carried the bread under her apron, for Hansel had his pockets full of the flints.",8.5,2.125
7,Then they set off all together on their way to the forest.,6.0,1.5
7,"When they had gone a little way Hansel stood still and looked back towards the house, and this he did again and again, till his father said to him, ""Hansel, what are you looking at?",20.0,5.0
7,"take care not to forget your legs.""",4.0,1.0
7,"""O father,"" said Hansel, ""lam looking at my little white kitten, who is sitting up on the roof to bid me good-bye.""",14.5,3.625
7,"- ""You young fool,"" said the woman, ""that is not your kitten, but the sunshine on the chimney-pot.""",12.5,3.125
7,"Of course Hansel had not been looking at his kitten, but had been taking every now and then a flint from his pocket and dropping it on the road.",15.0,3.75
7,"When they reached the middle of the forest the father told the children to collect wood to make a fire to keep them, warm; and Hansel and Grethel gathered brushwood enough for a little mountain j and it was set on fire, and when the flame was burning quite high the wife said, ""Now lie down by the fire and rest yourselves, you children, and we will go and cut wood; and when we are ready we will come and fetch you.""",45.5,11.375
7,"So Hansel and Grethel sat by the fire, and at noon they each ate their pieces of bread.",9.5,2.375
7,"They thought their father was in the wood all the time, as they seemed to hear the strokes of the axe: but really it was only a dry branch hanging to a withered tree that the wind moved to and fro.",21.5,5.375
7,"So when they had stayed there a long time their eyelids closed with weariness, and they fell fast asleep.",10.0,2.5
7,"When at last they woke it was night, and Grethel began to cry, and said, ""How shall we ever get out of this wood?",14.0,3.5
7,"""But Hansel comforted her, saying, ""Wait a little while longer, until the moon rises, and then we can easily find the way home.""",15.0,3.75
7,"And when the full moon got up Hansel took his little sister by the hand, and followed the way where the flint stones shone like silver, and showed them the road.",16.5,4.125
7,"They walked on the whole night through, and at the break of day they came to their father's house.",10.5,2.625
7,"They knocked at the door, and when the wife opened it and saw that it was Hansel and Grethel she said, ""You naughty children, why did you sleep so long in the wood?",18.5,4.625
7,"we thought you were never coming home again!""",4.5,1.125
7,"But the father was glad, for it had gone to his heart to leave them both in the woods alone.",10.5,2.625
7,"Not very long after that there was again great scarcity in those parts, and the children heard their mother say at night in bed to their father, ""Everything is finished up; we have only half a loaf, and after that the tale comes to an end.",25.5,6.375
7,"The children must be off; we will take them farther into the wood this time, so that they shall not be able to find the way back again; there is no other way to manage.""",19.5,4.875
7,"The man felt sad at heart, and he thought, ""It would better to share one's last morsel with one's children.""",13.0,3.25
7,"But the wife would listen to nothing that he said, but scolded and reproached him.",8.0,2.0
7,"He who says A must say B too, and when a man has given in once he has to do it a second time.",12.5,3.125
7,"But the children were not asleep, and had heard all the talk.",6.5,1.625
7,"When the parents had gone to sleep Hansel got up to go out and get more flint stones, as he did before, but the wife had locked the door, and Hansel could not get out; but he comforted his little sister, and said, ""Don't cry, Grethel, and go to sleep quietly, and God will help us.""",34.0,8.5
7,Early the next morning the wife came and pulled the children out of bed.,7.0,1.75
7,"She gave them each a little piece of ""bread -less than before; and on the way to the wood Hansel crumbled the bread in his pocket, and often stopped to throw a crumb on the ground.",19.5,4.875
7,"""Hansel, what are you stopping behind and staring for?""",6.0,1.5
7,said the father.,1.5,0.375
7,"""I am looking at my little pigeon sitting on the roof, to say good-bye to me,"" answered Hansel.",11.0,2.75
7,"""You fool,"" said the wife, ""that is no pigeon, but the morning sun shining on the chimney pots.""",12.5,3.125
7,"Hansel went on as before, and strewed bread crumbs all along the road.",7.0,1.75
7,"The woman led the children far into the wood, where they had never been before in all their lives.",10.0,2.5
7,"And again there was a large fire made, and the mother said, ""Sit still there, you children, and when you are tired you can go to sleep; we are going into the forest to cut wood, and in the evening, when we are ready to go home we will come and fetch you.""",31.0,7.75
7,"So when noon came Grethel shared her bread with Hansel, who had strewed his along the road.",9.0,2.25
7,"Then they went to sleep, and the evening passed, and no one came for the poor children.",9.5,2.375
7,"When they awoke it was dark night, and Hansel comforted his little sister, and said, ""Wait a little, Grethel, until the moon gets up, then we shall be able to see the way home by the crumbs of bread that I have scattered along it.""",26.5,6.625
7,"So when the moon rose they got up, but they could find no crumbs of bread, for the birds of the woods and of the fields had come and picked them up.",17.0,4.25
7,"Hansel thought they might find the way all the same, but they could not.",7.5,1.875
7,"They went on all that night, and the next day from the morning until the evening, but they could not find the way out of the wood, and they were very hungry, for they had nothing to eat but the few berries they could pick up.",25.0,6.25
7,"And when they were so tired that they could no longer drag themselves along, they lay down under a tree and fell asleep.",12.0,3.0
7,It was now the third morning since they had left their father's house.,7.0,1.75
7,"They were always trying to get back to it, but instead of that they only found themselves farther in the wood, and if help had not soon come they would have been starved.",17.5,4.375
7,"About noon they saw a pretty snow-white bird sitting on a bough, and singing so sweetly that they stopped to listen.",11.0,2.75
7,"And when he had finished the bird spread his wings and flew before them, and they followed after him until they came to a little house, and the bird perched on the roof, and when they came nearer they saw that the house was built of bread, and roofed with cakes; and the window was of transparent sugar.",31.5,7.875
7,"""We will have some of this,"" said Hansel, ""and make a fine meal.",9.0,2.25
7,"I will eat a piece of the roof, Grethel, and you can have some of the window-that will taste sweet.""",11.5,2.875
7,"So Hansel reached up and broke off a bit of the roof, just to see how it tasted, and Grethel stood by the window and gnawed at it.",15.0,3.75
7,"Then they heard a thin voice call out from inside,",5.0,1.25
7,"""Nibble, nibble, like a mouse,",4.0,1.0
7,"And the children answered,",2.0,0.5
7,"""Never mind, It is the wind.""",4.5,1.125
7,"And they went on eating, never disturbing themselves.",4.5,1.125
7,"Hansel, who found that the roof tasted very nice, took down a great piece of it, and Grethel pulled out a large round window-pane, and sat her down and began upon it.",18.0,4.5
7,"Then the door opened, and an aged woman came out, leaning upon a crutch.",8.0,2.0
7,"Hansel and Grethel felt very frightened, and let fall what they had in their hands.",8.0,2.0
7,"The old woman, however, nodded her head, and said, ""Ah, my dear children, how come you here?",12.0,3.0
7,"you must come indoors and stay with me, you will be no trouble.""",7.5,1.875
7,"So she took them each by the hand, and led them into her little house.",8.0,2.0
7,"And there they found a good meal laid out, of milk and pancakes, with sugar, apples, and nuts.",11.0,2.75
7,"After that she showed them two little white beds, and Hansel and Grethel laid themselves down on them, and thought they were in heaven.",13.0,3.25
7,"The old woman, although her behaviour was so kind, was a wicked witch, who lay in wait for children, and had built the little house on purpose to entice them.",17.0,4.25
7,"When they were once inside she used to kill them, cook them, and eat them, and then it was a feast day with her.",13.5,3.375
7,"The witch's eyes were red, and she could not see very far, but she had a keen scent, like the beasts, and knew very well when human creatures were near.",17.5,4.375
7,"When she knew that Hansel and Grethel were coming, she gave a spiteful laugh, and said triumphantly, ""I have them, and they shall not escape me!""",16.0,4.0
7,"Early in the morning, before the children were awake, she got up to look at them, and as they lay sleeping so peacefully with round rosy cheeks, she said to herself, ""What a fine feast I shall have!""",22.5,5.625
7,"Then she grasped Hansel with her withered hand, and led him into a little stable, and shut him up behind a grating; and call and scream as he might, it was no good.",18.5,4.625
7,"Then she went back to Grethel and shook her, crying, ""Get up, lazy bones; fetch water, and cook something nice for your brother; he is outside in the stable, and must be fattened up.",21.0,5.25
7,"And when he is fat enough I will eat him.""",5.5,1.375
7,"Grethel began to weep bitterly, but it was of no use, she had to do what the wicked witch bade her.",11.5,2.875
7,"And so the best kind of victuals was cooked for poor Hansel, while Grethel got nothing but crab-shells.",9.5,2.375
7,"Each morning the old woman visited the little stable, and cried, ""Hansel, stretch out your finger, that I may tell if you will soon be fat enough.""",16.5,4.125
7,"Hansel, however, used to hold out a little bone, and the old woman, who had weak eyes, could not see what it was, and supposing it to be Hansel's finger, wondered very much that it was not getting fatter.",23.5,5.875
7,"When four weeks had passed and Hansel seemed to remain so thin, she lost patience and could wait no longer.",10.5,2.625
7,"""Now then, Grethel,"" cried she to the little girl; ""be quick and draw water; be Hansel fat or be he lean, tomorrow I must kill and cook him.""",18.5,4.625
7,"Oh what a grief for the poor little sister to have to fetch water, and how the tears flowed down over her cheeks!",12.0,3.0
7,"""Dear God, pray help us!""",4.0,1.0
7,"cried she; ""if we had been devoured by wild beasts in the wood at least we should have died together.""",11.5,2.875
7,"""Spare me your lamentations,"" said the old woman; ""they are of no avail.""",9.5,2.375
7,"Early next morning Grethel had to get up, make the fire, and fill the kettle.",8.5,2.125
7,"""First we will do the baking,"" said the old woman; ""I nave heated the oven already, and kneaded the dough.""",13.5,3.375
7,"She pushed poor Grethel towards the oven, out of which the flames were already shining.",8.0,2.0
7,"""Creep in,"" said the witch, ""and see if it is properly hot, so that the bread may be baked.""",13.0,3.25
7,"And Grethel once in, she meant to shut the door upon her and let her be baked, and then she would have eaten her.",13.0,3.25
7,"But Grethel perceived her intention, and said, ""I don't know how to do it: how shall I get in?""",12.5,3.125
7,"""Stupid goose,"" said the old woman, ""the opening is big enough, do you see?",10.0,2.5
7,"I could get in myself!""",3.0,0.75
7,and she stooped down and put her head in the oven's mouth.,6.5,1.625
7,"Then Grethel gave her a push, so that she went in farther, and she shut the iron door upon her, and put up the bar.",14.0,3.5
7,Oh how frightfully she howled!,2.5,0.625
7,"but Grethel ran away, and left the wicked witch to burn miserably.",6.5,1.625
7,"Grethel went straight to Hansel, opened the stable-door, and cried, ""Hansel, we are free!",9.5,2.375
7,"the old witch is dead!""",3.0,0.75
7,Then out flew Hansel like a bird from its cage as soon as the door is opened.,8.5,2.125
7,How rejoiced they both were!,2.5,0.625
7,how they fell each on the other's neck!,4.5,1.125
7,"and danced about, and kissed each other!",4.0,1.0
7,"And as they had nothing more to fear they went over all the old witch's house, and in every corner there stood chests of pearls and precious stones.",15.0,3.75
7,"""This is something better than flint stones,"" said Hansel, as he filled his pockets, and Grethel, thinking she also would like to carry something home with her, filled her apron full.",19.0,4.75
7,i!,0.5,0.125
